Date,Storage,Storage_FC_normal,Net_injection_normal,EU27+UK,Demand,Algeria,Azerbaijan,Libya,Russia,Turkey,NOR Pipe,LNG,Balance
2022-09-01,94.31024249868467,,8.703660678366091,6.523847021499233,25.305457326021955,2.9528561638678497,1.0304806154982498,0.18542588098461,1.301100562503157,1.14593270608946,8.6123253497764,12.256996302674308,5.10702591327572e-15
2022-10-01,101.13677006251447,,6.826527563829799,6.2177421204316605,30.071023335082668,2.7859054542268296,1.09523980528679,0.28438540658102,1.3337523433823408,0.9933131378204899,10.421352543353171,13.762491430849593,7.993605777301127e-15
2022-11-01,99.29515241087071,,-1.8416176516437588,6.431407959900099,38.67691719254702,2.5925942644305096,1.03018141950841,0.28202745553188996,1.2930260791413557,0.8829115860839,10.024696994293876,14.293301085570764,8.43769498715119e-15
2022-12-01,89.0396253803908,,-10.25552703047991,6.775058993926548,51.3614417863883,3.21114606639713,1.10160564082511,0.28587406645893,1.3351899109189407,1.19523312230983,10.82632326044751,16.364684115387735,1.5543122344752192e-15
2023-01-01,77.2942136420472,,-11.745411738343606,6.621242053048872,48.17309131337979,2.22419908013424,1.0324767551643,0.21282742934622,0.992906751216964,0.7999319906770099,10.69419601654652,13.84027458920178,2.353672812205332e-14
2023-02-01,65.42530305273488,,-11.868910589312321,5.840249268087553,45.82499806253499,2.31124015002281,0.9140961024430001,0.18258073856617,0.9897627669283698,0.89786433794809,9.689710671411376,13.116498624561954,-1.5987211554602254e-14
2023-03-01,59.909573023663015,,-5.515730029071861,6.33809019584227,42.53828527783771,2.32031275700533,1.07468760613002,0.21872201856355997,1.255875781885856,0.8756356958238699,10.730519661266644,14.194825423976084,7.105427357601002e-15
2023-04-01,64.27179523430965,,4.362222210646635,5.79540403393307,34.204909505984766,3.27109735875305,1.02489209493225,0.25181771892483995,1.222352164421406,0.92757109662079,9.8708765290588,16.200656203453754,-4.440892098500626e-16
2023-05-01,74.20043667036556,,9.928641436055912,5.585404712673085,25.13439295280123,2.67543582032343,0.98144341226668,0.24127073147514996,1.2843800477525835,0.7337963123192399,8.552876965615756,15.007991572539149,5.329070518200751e-15
2023-06-01,82.88298981244944,,8.682553142083876,5.360472933025429,21.352982997532852,2.5963440296577303,0.95700503033578,0.21009971688822,1.2850997986383998,0.7455854249165699,7.3261235108492775,11.54970668938604,-4.218847493575595e-15
2023-07-01,92.85484811659984,,9.971858304150402,5.502579143309175,23.44191759178433,2.9069363305503195,0.9972566578217199,0.16944756082617,1.3358911992024738,1.3594571116001397,9.638009137874915,11.498017729577898,2.3092638912203256e-14
2023-08-01,100.71230323032952,,7.857455113729685,5.151847827402267,25.150285807467302,2.9326741335536797,0.9825839488675899,0.14137410915231002,1.3408487623524912,1.50114247719751,9.372070479569228,11.576655774910572,6.328271240363392e-15
2023-09-01,106.31086531089217,,5.598562080562644,4.721274758735133,21.583298871463384,3.11815652278316,0.99670463816637,0.18284543521622998,1.293408372467183,1.42094221868834,5.473846751859005,9.969176195515695,-9.103828801926284e-15
2023-10-01,110.79550698839218,,4.484641677500008,5.176765746945283,29.90365902492161,2.87952126279676,1.11532433001196,0.19840081510150998,1.3230850986890499,1.4092774226382598,9.858708965001522,12.416295618845654,-9.547918011776346e-15
2023-11-01,106.38231178748816,,-4.413195200904013,5.085077897119818,40.53027606626759,2.60034271188526,1.0571165994809297,0.28931991378473,1.2660558445502148,1.2559603431697899,10.662956097886335,13.883625731925951,9.547918011776346e-15
2023-12-01,96.30850504242689,,-10.073806745061276,5.48690990281931,47.24746488504775,2.74990222586885,0.9834531256049701,0.16381598121232,1.2731099723917871,1.30757755792742,11.499758837884375,13.698820647293077,1.9317880628477724e-14
2024-01-01,77.98524109149373,,-18.323263950933153,5.023506278469618,54.04674248191643,2.36666574106907,1.0568398263662797,0.1631732434672,1.2215489490829607,1.20407837037706,11.360747813467297,13.321050025200222,-2.7533531010703882e-14
2024-02-01,69.59891679759286,,-8.38632429390087,4.655355747660434,40.678731768541255,2.18554897299564,1.00217102969028,0.13700163191251,1.2370856973771107,1.2035847726073101,10.120163775461382,11.747080075336324,-6.661338147750939e-15
2024-03-01,64.78910559710161,,-4.809811200491254,4.978988987784132,38.998155520079266,2.9075230802129997,1.06529514680751,0.17021304117959,1.285618436985849,1.40146553886009,11.002647404014942,11.371090949094171,6.661338147750939e-16
2024-04-01,68.90560698118148,,4.116501384079868,4.6566814928569515,29.300962066705463,3.02013635256057,0.9833135736318198,0.21091982310667998,1.293922330678982,1.2020366513715102,10.110996001247992,11.926194562776214,7.882583474838611e-15
2024-05-01,77.57218139134267,,8.66657441016119,4.635358037060022,23.063376116923628,2.9386429968695493,1.06970036425099,0.13935296294505,1.35009966571712,1.42500337781385,9.58400250451391,10.58221707837275,-2.220446049250313e-16
2024-06-01,83.67532195352919,,6.103140562186525,4.167398978885195,23.949545985636597,2.72792067851866,1.00627593854007,0.06249564466807999,1.3090514722187867,1.10830205971782,10.061473287849227,9.603658802152134,-5.773159728050814e-15
2024-07-01,92.20033964392945,,8.525017690400261,4.750966464696917,21.95951548522004,2.64440629001219,1.0882422140522499,0.06584069055872,1.341516861705807,1.48656561226818,10.846206102852651,8.287359176356881,-0.042569028871336956
2024-08-01,98.5863639588511,,6.386024314921642,4.771016710897726,23.712412820534222,2.6230209722399698,0.7837166355968899,0.07793297430087999,1.319695031522813,1.44513741042635,10.530407841230172,8.595126503031485,-0.049069746182053064
2024-09-01,103.00511102373025,,4.418747064879156,5.024300524780299,21.99251711418601,1.86805176072185,0.9780620204643699,0.06384715520982999,1.29832382519557,1.40277325742798,6.938172545750115,8.871099242682805,-0.04315587561906764
2024-10-01,104.05495500199191,104.05495500199191,1.0498439782616629,5.503109878492076,32.036070891713244,2.9721290396795,1.11158333820369,0.09313977753138,1.3646018337489838,1.4583431529567599,10.348084125966116,10.29487844537789,-0.06119475450764833
2024-11-01,,95.7501496342075,-8.304805367784404,5.787543559778408,43.79449243436345,2.430135211204141,1.0484328028856587,0.18831149584325874,1.3522749595620096,1.424486362761603,10.505187291418384,12.753315383125589,-1.9984014443252818e-15
2024-12-01,,82.84898807766876,-12.901161556538746,6.079695241515293,51.48210432896678,2.805507331384316,1.0607503007040735,0.13151355569496387,1.3842676057469794,1.6034168534307862,11.114484142907447,14.401307741044173,-1.1102230246251565e-15
2025-01-01,,64.6271141400949,-18.221873937573854,5.37101307044142,53.21055793314563,2.112162395434492,1.0449401801839253,0.09570769306193926,0.23112801011562542,1.3341697011597187,10.961922437282036,13.83764050789262,4.884981308350689e-15
2025-02-01,,53.042238723303505,-11.584875416791398,4.707694102830109,43.765734305455894,2.018322820273034,0.9472010777614812,0.07489417771156501,0.22620430734231625,1.3101478233903314,10.04402302932954,12.852371550026122,-7.549516567451064e-15
2025-03-01,,46.34925873403166,-6.692979989271848,5.199257705323719,41.58075242530663,2.428996190778687,1.0686159323203432,0.10650388926115124,0.2670094586715834,1.4614778405168596,10.89431929111815,13.461592128044293,-2.220446049250313e-16
2025-04-01,,50.06333160721529,3.714072873183632,4.992242507225007,31.667878789451642,2.9432236246329215,1.0018545466465902,0.14757644069258863,0.26433865690819236,1.3661727148478344,9.99204669615489,14.674496475527246,-6.661338147750939e-16
2025-05-01,,59.210795998040865,9.147464390825576,4.986952630329055,24.3213947011142,2.615144148429844,1.0302398731366287,0.10751592249156289,0.27638890021544077,1.3864724411695537,9.314747950064909,13.751397226102785,-8.881784197001252e-16
2025-06-01,,67.93210353526042,8.721307537219559,4.444698192493483,21.956880053338203,2.469925443664858,0.9839868176916022,0.060433241968242034,0.2715571595541685,1.2078007763368521,9.094963138840383,12.144822820008175,-5.10702591327572e-15
2025-07-01,,77.23378798256896,9.301684447308528,4.7445912559529635,22.614265394966427,2.568454721142853,1.0462103699246914,0.04289833809830974,0.2800909657151686,1.6914873846433753,9.900777650882949,11.641439155914648,-4.218847493575595e-15
2025-08-01,,85.98483827480987,8.751050292240922,4.587447927730975,21.035979793247577,2.5671524129811445,0.8741207967123927,0.03696903025766989,0.278211309767365,1.7306658811906148,9.0532568782526,10.659205848595738,2.4424906541753444e-15
2025-09-01,,91.34595220647202,5.361113931662153,4.6469304028356335,23.892220893345357,2.3824015085686234,1.0011567696254484,0.036701997444698535,0.2753149538325848,1.6993470387008893,7.481361870607558,11.730120283392074,3.552713678800501e-15
2025-10-01,,93.7759946315489,2.430042425076877,5.144228431926932,29.950153394466597,2.628034151445062,1.109061228323583,0.08302025844213465,0.2850155447759695,1.6653013859722183,9.878762923450251,11.586771895207324,-8.881784197001252e-16
2025-11-01,,87.25977589910147,-6.516218732447427,5.338657814924685,40.880590659947856,2.2884142097671383,1.0466329711252604,0.14999988892329574,0.2776770666507089,1.54262164549185,10.310404921218252,13.40996340939924,-1.1102230246251565e-15
2025-12-01,,74.82593067311602,-12.43384522598545,5.5975770814760315,49.95966856433746,2.655518201338489,1.0532468412757472,0.09183334197071888,0.2838449184336486,1.7198537351154075,10.906875962504852,15.21707325623712,2.6645352591003757e-15
2026-01-01,,58.30640813219232,-16.519522540923703,5.11126553742052,52.257858086956475,1.9690301399775247,1.0443397472464735,0.05822813470876531,0.24071563280451536,1.45027935281452,10.951447317395068,14.91302968366538,-2.220446049250313e-15
2026-02-01,,46.4758575241787,-11.830550608013617,4.559853147980353,42.913463407789465,1.8969377824644371,0.9513824466014675,0.04293595775627439,0.23536401045849328,1.4143678226481746,10.017780559854936,11.96429107201171,-2.220446049250313e-16
2026-03-01,,41.22563698294413,-5.250220541234569,5.005064746147376,41.37873278107236,2.27805844848008,1.0712045557802232,0.07222883464290523,0.2753000599229179,1.5616525428119623,10.867371808629246,14.997631243423077,1.7763568394002505e-15
2026-04-01,,46.43678235469288,5.211145371748749,4.805914714444688,31.127486485612543,2.81209334436835,1.0079489920054203,0.11492253179518257,0.2716691387770732,1.4636024830642214,9.709601003315909,16.152879649590446,-3.9968028886505635e-15
2026-05-01,,56.75638684522318,10.319604490530303,4.803997776411482,23.92084281326848,2.459521076203398,1.0224140534183004,0.07490678137464349,0.28408224058863896,1.4687305499864924,9.019909127705391,15.106885698110442,-5.551115123125783e-15
2026-06-01,,66.72162199891608,9.965235153692902,4.321921558796221,21.6441297987217,2.3223984417997094,0.9795394056870167,0.030428674115783236,0.27966466013062935,1.2910848877011594,8.787955683441735,13.596371640742344,-7.771561172376096e-16
2026-07-01,,76.71812700156846,9.99650500265238,4.598145840534425,22.21345740627819,2.4239417086576514,1.03677554485758,0.012099239535585747,0.28891885458336464,1.7784052979548488,9.570613567760653,12.501062355046463,-1.9984014443252818e-15
2026-08-01,,86.26917502297255,9.551048021404089,4.460847555726776,20.517906607918626,2.4225007559836538,0.8920182183431973,0.006927758850390452,0.28762020607162136,1.8131036187104714,8.712276697805976,11.47365981783063,-1.3322676295501878e-15
2026-09-01,,92.48331077100315,6.214135748030603,4.520049875974003,23.39157084554006,2.2649107253123018,1.0031277316399885,0.009773220922866213,0.2842614104391923,1.7718879814851978,7.132751324129929,12.618944323667183,-4.440892098500626e-16
2026-10-01,,95.74328723842682,3.259976467423666,4.970101723994664,29.415613274861226,2.4697314863805193,1.1067648477851264,0.05652144169006084,0.2934364788065983,1.7331121952587818,9.530637250118533,12.515284318250606,3.774758283725532e-15
2026-11-01,,90.76410289756276,-4.979184340864052,5.146090221823455,40.45251534588802,2.145034519206371,1.044719567858101,0.1244364940103384,0.2849917547500684,1.6037132357180417,9.742729427969119,15.381615783688474,-3.1086244689504383e-15
